@relation 'White-TailedDeerWithMonths - Sheet1'

@attribute VegetationType {'Upland Forest','Riparian Grassland','Riparian Forest',Grassland/Prairie,'Mowed Lawn','Outside Park','Upland Scrub',Crop,'Riparian Scrub',Other,Savanna}
@attribute Month numeric
@attribute AvgTempinFahrenheit numeric
@attribute AvgHumidityInPercent numeric
@attribute WeatherCondition {'No rain','No rain to Heavy rain difficult to hear',Snow,'No rain to Snow','Mist or fog','Mist or fog to No rain','Mist or fog to Light rain','No rain to Light rain','Light rain to Mist or fog','Light rain','Light drizzle to Light rain','No rain to Light drizzle','No rain to Mist or fog','Snow to No rain','Light drizzle to No rain','Light rain to Light drizzle','Light drizzle','Light rain to No rain','Light drizzle to Mist or fog','Mist or fog to Light drizzle'}
@attribute AvgCloudCover numeric
@attribute DeerTotal numeric

@data
Grassland/Prairie,1,48.11,98.1,'Mist or fog',73.75,61
Grassland/Prairie,1,48.11,98.1,'Mist or fog',73.75,61
'Mowed Lawn',1,48.11,98.1,'Mist or fog',73.75,61
Grassland/Prairie,1,48.11,98.1,'Mist or fog',73.75,61
Grassland/Prairie,1,48.11,98.1,'Mist or fog',73.75,61
Grassland/Prairie,1,48.11,98.1,'Mist or fog',73.75,61
Grassland/Prairie,1,48.11,98.1,'Mist or fog',73.75,61
Crop,1,48.11,98.1,'Mist or fog',73.75,61
Crop,1,48.11,98.1,'Mist or fog',73.75,61
Grassland/Prairie,1,48.11,98.1,'Mist or fog',73.75,61
'Upland Forest',1,29.12,73.8,'No rain',0,74
'Riparian Forest',1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Crop,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,29.12,73.8,'No rain',0,74
Grassland/Prairie,1,26.42,64.9,'No rain',0,52
Grassland/Prairie,1,26.42,64.9,'No rain',0,52
Grassland/Prairie,1,26.42,64.9,'No rain',0,52
Crop,1,26.42,64.9,'No rain',0,52
Grassland/Prairie,1,26.42,64.9,'No rain',0,52
Grassland/Prairie,1,26.42,64.9,'No rain',0,52
Grassland/Prairie,1,26.42,64.9,'No rain',0,52
Grassland/Prairie,1,26.42,64.9,'No rain',0,52
Grassland/Prairie,1,26.42,64.9,'No rain',0,52
Grassland/Prairie,1,26.42,64.9,'No rain',0,52
Grassland/Prairie,1,26.42,64.9,'No rain',0,52
Grassland/Prairie,1,26.42,64.9,'No rain',0,52
Crop,1,26.42,64.9,'No rain',0,52
Grassland/Prairie,1,26.42,64.9,'No rain',0,52
Crop,1,26.42,64.9,'No rain',0,52
Grassland/Prairie,1,26.42,64.9,'No rain',0,52
Crop,1,26.42,64.9,'No rain',0,52
Grassland/Prairie,1,26.42,64.9,'No rain',0,52
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
'Riparian Grassland',1,24.62,68.75,'No rain',0,66
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
Crop,1,24.62,68.75,'No rain',0,66
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
Crop,1,24.62,68.75,'No rain',0,66
Grassland/Prairie,1,24.62,68.75,'No rain',0,66
'Upland Forest',1,31.64,39.4,'No rain',97.5,46
'Upland Forest',1,31.64,39.4,'No rain',97.5,46
'Riparian Forest',1,31.64,39.4,'No rain',97.5,46
'Riparian Forest',1,31.64,39.4,'No rain',97.5,46
'Upland Forest',1,31.64,39.4,'No rain',97.5,46
Grassland/Prairie,1,31.64,39.4,'No rain',97.5,46
Grassland/Prairie,1,31.64,39.4,'No rain',97.5,46
Grassland/Prairie,1,31.64,39.4,'No rain',97.5,46
Grassland/Prairie,1,31.64,39.4,'No rain',97.5,46
Grassland/Prairie,1,31.64,39.4,'No rain',97.5,46
'Upland Forest',1,31.64,39.4,'No rain',97.5,46
'Riparian Grassland',1,31.64,39.4,'No rain',97.5,46
'Riparian Forest',1,31.64,39.4,'No rain',97.5,46
Grassland/Prairie,1,31.64,39.4,'No rain',97.5,46
Grassland/Prairie,1,31.64,39.4,'No rain',97.5,46
'Riparian Forest',1,31.1,41.25,'No rain',97.5,38
Grassland/Prairie,1,31.1,41.25,'No rain',97.5,38
Grassland/Prairie,1,31.1,41.25,'No rain',97.5,38
Grassland/Prairie,1,31.1,41.25,'No rain',97.5,38
Grassland/Prairie,1,31.1,41.25,'No rain',97.5,38
Grassland/Prairie,1,31.1,41.25,'No rain',97.5,38
'Upland Forest',1,31.1,41.25,'No rain',97.5,38
'Riparian Grassland',1,31.1,41.25,'No rain',97.5,38
'Riparian Forest',1,31.1,41.25,'No rain',97.5,38
Grassland/Prairie,1,31.1,41.25,'No rain',97.5,38
Grassland/Prairie,1,31.1,41.25,'No rain',97.5,38
'Upland Forest',1,30.92,42.3,'No rain',97.5,42
Grassland/Prairie,1,30.92,42.3,'No rain',97.5,42
Grassland/Prairie,1,30.92,42.3,'No rain',97.5,42
Grassland/Prairie,1,30.92,42.3,'No rain',97.5,42
Grassland/Prairie,1,30.92,42.3,'No rain',97.5,42
'Riparian Forest',1,30.92,42.3,'No rain',97.5,42
'Riparian Forest',1,30.92,42.3,'No rain',97.5,42
'Upland Forest',1,30.92,42.3,'No rain',97.5,42
Grassland/Prairie,1,30.92,42.3,'No rain',97.5,42
'Riparian Grassland',1,30.92,42.3,'No rain',97.5,42
'Riparian Forest',1,30.92,42.3,'No rain',97.5,42
Grassland/Prairie,1,30.92,42.3,'No rain',97.5,42
Grassland/Prairie,1,30.92,42.3,'No rain',97.5,42
Grassland/Prairie,1,21.38,68.8,'No rain',0,30
'Upland Forest',1,21.38,68.8,'No rain',0,30
'Upland Forest',1,21.38,68.8,'No rain',0,30
Grassland/Prairie,1,21.38,68.8,'No rain',0,30
'Upland Forest',1,21.38,68.8,'No rain',0,30
'Upland Forest',1,21.38,68.8,'No rain',0,30
'Riparian Forest',1,21.38,68.8,'No rain',0,30
Grassland/Prairie,1,21.38,68.8,'No rain',0,30
Grassland/Prairie,1,21.38,68.8,'No rain',0,30
Grassland/Prairie,1,21.38,68.8,'No rain',0,30
'Upland Forest',1,21.38,68.8,'No rain',0,30
'Upland Forest',1,19.67,65.8,'No rain',0,36
Grassland/Prairie,1,19.67,65.8,'No rain',0,36
'Upland Forest',1,19.67,65.8,'No rain',0,36
Grassland/Prairie,1,19.67,65.8,'No rain',0,36
'Upland Forest',1,19.67,65.8,'No rain',0,36
'Riparian Forest',1,19.67,65.8,'No rain',0,36
'Upland Forest',1,19.67,65.8,'No rain',0,36
Grassland/Prairie,1,19.67,65.8,'No rain',0,36
'Upland Forest',1,19.67,65.8,'No rain',0,36
Grassland/Prairie,1,19.67,65.8,'No rain',0,36
'Upland Forest',1,19.67,65.8,'No rain',0,36
'Upland Forest',1,19.67,65.8,'No rain',0,36
Grassland/Prairie,1,18.5,58.85,'No rain',0,34
Grassland/Prairie,1,18.5,58.85,'No rain',0,34
Grassland/Prairie,1,18.5,58.85,'No rain',0,34
'Upland Forest',1,18.5,58.85,'No rain',0,34
'Riparian Forest',1,18.5,58.85,'No rain',0,34
'Upland Forest',1,18.5,58.85,'No rain',0,34
Grassland/Prairie,1,18.5,58.85,'No rain',0,34
'Upland Forest',1,18.5,58.85,'No rain',0,34
Crop,1,18.5,58.85,'No rain',0,34
Grassland/Prairie,1,18.5,58.85,'No rain',0,34
'Upland Forest',1,18.5,58.85,'No rain',0,34
'Upland Forest',2,47.21,88.6,'Mist or fog to No rain',97.5,87
Grassland/Prairie,2,47.21,88.6,'Mist or fog to No rain',97.5,87
'Riparian Forest',2,47.21,88.6,'Mist or fog to No rain',97.5,87
Grassland/Prairie,2,47.21,88.6,'Mist or fog to No rain',97.5,87
Grassland/Prairie,2,47.21,88.6,'Mist or fog to No rain',97.5,87
Grassland/Prairie,2,47.21,88.6,'Mist or fog to No rain',97.5,87
Grassland/Prairie,2,47.21,88.6,'Mist or fog to No rain',97.5,87
Grassland/Prairie,2,47.21,88.6,'Mist or fog to No rain',97.5,87
Grassland/Prairie,2,47.21,88.6,'Mist or fog to No rain',97.5,87
Grassland/Prairie,2,47.21,88.6,'Mist or fog to No rain',97.5,87
'Upland Forest',2,47.21,88.6,'Mist or fog to No rain',97.5,87
Grassland/Prairie,2,47.21,88.6,'Mist or fog to No rain',97.5,87
Grassland/Prairie,2,47.21,88.6,'Mist or fog to No rain',97.5,87
Grassland/Prairie,2,47.21,88.6,'Mist or fog to No rain',97.5,87
Grassland/Prairie,2,47.21,88.6,'Mist or fog to No rain',97.5,87
'Upland Forest',2,47.21,88.6,'Mist or fog to No rain',97.5,87
Grassland/Prairie,2,47.21,88.6,'Mist or fog to No rain',97.5,87
Crop,2,47.21,88.6,'Mist or fog to No rain',97.5,87
Crop,2,47.21,88.6,'Mist or fog to No rain',97.5,87
Grassland/Prairie,2,47.21,88.6,'Mist or fog to No rain',97.5,87
Grassland/Prairie,2,47.21,88.6,'Mist or fog to No rain',97.5,87
Grassland/Prairie,2,45.77,89.3,'No rain',97.5,91
'Riparian Forest',2,45.77,89.3,'No rain',97.5,91
Grassland/Prairie,2,45.77,89.3,'No rain',97.5,91
Grassland/Prairie,2,45.77,89.3,'No rain',97.5,91
Grassland/Prairie,2,45.77,89.3,'No rain',97.5,91
Grassland/Prairie,2,45.77,89.3,'No rain',97.5,91
Grassland/Prairie,2,45.77,89.3,'No rain',97.5,91
'Mowed Lawn',2,45.77,89.3,'No rain',97.5,91
Grassland/Prairie,2,45.77,89.3,'No rain',97.5,91
Grassland/Prairie,2,45.77,89.3,'No rain',97.5,91
Grassland/Prairie,2,45.77,89.3,'No rain',97.5,91
Grassland/Prairie,2,45.77,89.3,'No rain',97.5,91
'Upland Forest',2,45.77,89.3,'No rain',97.5,91
'Riparian Grassland',2,45.77,89.3,'No rain',97.5,91
Crop,2,45.77,89.3,'No rain',97.5,91
Crop,2,45.77,89.3,'No rain',97.5,91
Grassland/Prairie,2,45.77,89.3,'No rain',97.5,91
Grassland/Prairie,2,45.77,89.3,'No rain',97.5,91
Grassland/Prairie,2,45.86,89.1,'No rain',91.25,94
'Riparian Forest',2,45.86,89.1,'No rain',91.25,94
Grassland/Prairie,2,45.86,89.1,'No rain',91.25,94
Grassland/Prairie,2,45.86,89.1,'No rain',91.25,94
Grassland/Prairie,2,45.86,89.1,'No rain',91.25,94
Grassland/Prairie,2,45.86,89.1,'No rain',91.25,94
Grassland/Prairie,2,45.86,89.1,'No rain',91.25,94
Grassland/Prairie,2,45.86,89.1,'No rain',91.25,94
Grassland/Prairie,2,45.86,89.1,'No rain',91.25,94
Grassland/Prairie,2,45.86,89.1,'No rain',91.25,94
Grassland/Prairie,2,45.86,89.1,'No rain',91.25,94
Grassland/Prairie,2,45.86,89.1,'No rain',91.25,94
'Upland Forest',2,45.86,89.1,'No rain',91.25,94
'Riparian Grassland',2,45.86,89.1,'No rain',91.25,94
Crop,2,45.86,89.1,'No rain',91.25,94
Crop,2,45.86,89.1,'No rain',91.25,94
Grassland/Prairie,2,45.86,89.1,'No rain',91.25,94
Grassland/Prairie,2,45.86,89.1,'No rain',91.25,94
'Upland Forest',2,45.86,89.1,'No rain',91.25,94
'Riparian Forest',1,52.25,65.95,'No rain',0,17
'Mowed Lawn',1,52.25,65.95,'No rain',0,17
'Riparian Forest',1,52.25,65.95,'No rain',0,17
'Riparian Forest',1,52.25,65.95,'No rain',0,17
'Riparian Forest',1,52.25,65.95,'No rain',0,17
'Riparian Forest',1,48.29,77.3,'No rain',0,23
'Riparian Forest',1,48.29,77.3,'No rain',0,23
'Mowed Lawn',1,48.29,77.3,'No rain',0,23
'Riparian Forest',1,48.29,77.3,'No rain',0,23
'Riparian Forest',1,48.29,77.3,'No rain',0,23
'Mowed Lawn',1,48.29,77.3,'No rain',0,23
'Riparian Forest',1,48.29,77.3,'No rain',0,23
'Mowed Lawn',1,48.29,77.3,'No rain',0,23
'Riparian Forest',1,47.57,81.65,'No rain',0.5,31
'Riparian Forest',1,47.57,81.65,'No rain',0.5,31
'Riparian Forest',1,47.57,81.65,'No rain',0.5,31
'Riparian Forest',1,47.57,81.65,'No rain',0.5,31
'Mowed Lawn',1,47.57,81.65,'No rain',0.5,31
'Riparian Forest',1,47.57,81.65,'No rain',0.5,31
'Riparian Forest',1,47.57,81.65,'No rain',0.5,31
'Mowed Lawn',1,47.57,81.65,'No rain',0.5,31
'Riparian Forest',1,47.57,81.65,'No rain',0.5,31
'Mowed Lawn',1,47.57,81.65,'No rain',0.5,31
'Mowed Lawn',1,31.28,63.3,'No rain',0,20
'Mowed Lawn',1,31.28,63.3,'No rain',0,20
'Riparian Forest',1,31.28,63.3,'No rain',0,20
'Riparian Forest',1,31.28,63.3,'No rain',0,20
'Riparian Forest',1,31.28,63.3,'No rain',0,20
'Mowed Lawn',1,31.28,63.3,'No rain',0,20
'Mowed Lawn',1,31.28,63.3,'No rain',0,20
'Riparian Forest',1,31.28,63.3,'No rain',0,20
'Riparian Forest',1,25.52,87.7,'No rain',0,12
'Riparian Forest',1,25.52,87.7,'No rain',0,12
'Riparian Forest',1,25.52,87.7,'No rain',0,12
'Riparian Forest',1,25.52,87.7,'No rain',0,12
'Riparian Forest',1,25.52,87.7,'No rain',0,12
'Riparian Forest',1,25.52,87.7,'No rain',0,12
'Riparian Forest',1,25.52,79.65,'No rain',0,11
'Riparian Forest',1,25.52,79.65,'No rain',0,11
'Riparian Forest',1,25.52,79.65,'No rain',0,11
'Riparian Forest',1,25.52,79.65,'No rain',0,11
'Riparian Forest',1,25.52,79.65,'No rain',0,11
'Riparian Forest',1,25.52,79.65,'No rain',0,11
'Riparian Forest',1,25.52,79.65,'No rain',0,11
'Mowed Lawn',1,27.14,41.05,'No rain',37.5,17
'Riparian Forest',1,27.14,41.05,'No rain',37.5,17
'Mowed Lawn',1,27.14,41.05,'No rain',37.5,17
'Riparian Forest',1,25.97,46.8,'No rain',37.5,6
'Riparian Forest',1,25.97,46.8,'No rain',37.5,6
'Riparian Forest',1,25.97,46.8,'No rain',37.5,6
'Riparian Forest',1,26.69,50.3,'No rain',37.5,5
'Riparian Forest',1,26.69,50.3,'No rain',37.5,5
'Mowed Lawn',2,67.01,77.35,'No rain',50,17
'Mowed Lawn',2,67.01,77.35,'No rain',50,17
'Riparian Forest',2,67.01,77.35,'No rain',50,17
'Mowed Lawn',2,67.01,77.35,'No rain',50,17
'Mowed Lawn',2,67.01,77.35,'No rain',50,17
'Mowed Lawn',2,64.85,85.5,'No rain',7.5,16
'Mowed Lawn',2,64.85,85.5,'No rain',7.5,16
'Mowed Lawn',2,64.85,85.5,'No rain',7.5,16
'Mowed Lawn',2,61.7,90,'No rain',7.5,12
'Mowed Lawn',2,61.7,90,'No rain',7.5,12
'Mowed Lawn',2,52.52,47.95,'No rain',97.5,14
'Mowed Lawn',2,52.52,47.95,'No rain',97.5,14
'Mowed Lawn',2,52.52,47.95,'No rain',97.5,14
'Mowed Lawn',2,52.52,47.95,'No rain',97.5,14
'Mowed Lawn',2,48.02,51.25,'No rain',97.5,14
'Mowed Lawn',2,48.02,51.25,'No rain',97.5,14
'Mowed Lawn',2,48.02,51.25,'No rain',97.5,14
'Mowed Lawn',2,48.02,51.25,'No rain',97.5,14
'Mowed Lawn',2,48.74,49.6,'No rain',97.5,16
'Riparian Forest',2,48.74,49.6,'No rain',97.5,16
'Mowed Lawn',2,48.74,49.6,'No rain',97.5,16
'Mowed Lawn',2,48.74,49.6,'No rain',97.5,16
'Mowed Lawn',2,48.74,49.6,'No rain',97.5,16
'Upland Forest',1,36.23,40.9,'No rain',1,18
'Upland Forest',1,36.23,40.9,'No rain',1,18
'Upland Forest',1,36.23,40.9,'No rain',1,18
'Mowed Lawn',1,36.23,40.9,'No rain',1,18
'Upland Forest',1,36.23,40.9,'No rain',1,18
'Upland Forest',1,36.23,40.9,'No rain',1,18
'Upland Forest',1,36.23,40.9,'No rain',1,18
'Upland Forest',1,36.23,40.9,'No rain',1,18
'Upland Forest',1,34.43,44.1,'No rain',1,10
'Upland Forest',1,34.43,44.1,'No rain',1,10
Grassland/Prairie,1,34.43,44.1,'No rain',1,10
'Upland Forest',1,34.43,44.1,'No rain',1,10
'Upland Forest',1,32.72,38.15,'No rain',50,24
'Upland Forest',1,32.72,38.15,'No rain',50,24
Grassland/Prairie,1,32.72,38.15,'No rain',50,24
'Upland Forest',1,32.72,38.15,'No rain',50,24
'Upland Forest',1,32.72,38.15,'No rain',50,24
'Upland Forest',1,32.72,38.15,'No rain',50,24
'Upland Forest',1,32.72,38.15,'No rain',50,24
'Upland Forest',1,32.72,38.15,'No rain',50,24
'Upland Forest',1,32.72,38.15,'No rain',50,24
Grassland/Prairie,1,32.72,38.15,'No rain',50,24
'Upland Forest',1,32.72,38.15,'No rain',50,24
'Upland Forest',1,30.29,48.45,'No rain',91.25,27
'Upland Forest',1,30.29,48.45,'No rain',91.25,27
Grassland/Prairie,1,30.29,48.45,'No rain',91.25,27
Grassland/Prairie,1,30.29,48.45,'No rain',91.25,27
'Upland Forest',1,30.29,48.45,'No rain',91.25,27
'Upland Forest',1,30.29,48.45,'No rain',91.25,27
'Upland Forest',1,30.29,48.45,'No rain',91.25,27
'Upland Forest',1,30.29,48.45,'No rain',91.25,27
'Upland Forest',1,30.29,48.45,'No rain',91.25,27
'Upland Forest',1,30.29,48.45,'No rain',91.25,27
Grassland/Prairie,1,30.29,48.45,'No rain',91.25,27
'Upland Forest',1,30.2,55.2,'No rain',97.5,18
'Upland Forest',1,30.2,55.2,'No rain',97.5,18
'Upland Forest',1,30.2,55.2,'No rain',97.5,18
'Upland Forest',1,30.2,55.2,'No rain',97.5,18
'Upland Forest',1,30.2,55.2,'No rain',97.5,18
Grassland/Prairie,1,30.2,55.2,'No rain',97.5,18
Grassland/Prairie,1,15.35,50.65,'No rain',0.5,14
'Upland Forest',1,15.35,50.65,'No rain',0.5,14
'Upland Forest',1,15.35,50.65,'No rain',0.5,14
'Upland Forest',1,15.35,50.65,'No rain',0.5,14
'Upland Forest',1,15.35,50.65,'No rain',0.5,14
'Upland Forest',1,13.19,60.2,'No rain',0.5,6
'Upland Forest',1,13.19,60.2,'No rain',0.5,6
'Upland Forest',1,13.19,60.2,'No rain',0.5,6
'Upland Forest',1,12.2,67.6,'No rain',0,8
'Upland Forest',1,12.2,67.6,'No rain',0,8
'Upland Forest',1,12.2,67.6,'No rain',0,8
'Upland Forest',1,12.2,67.6,'No rain',0,8
Grassland/Prairie,2,27.95,27.6,'No rain',0,13
'Upland Forest',2,27.95,27.6,'No rain',0,13
'Upland Forest',2,27.95,27.6,'No rain',0,13
'Upland Forest',2,27.95,27.6,'No rain',0,13
'Upland Forest',2,27.95,27.6,'No rain',0,13
Grassland/Prairie,2,27.95,27.6,'No rain',0,13
Grassland/Prairie,2,25.07,38.8,'No rain',0,10
'Upland Forest',2,25.07,38.8,'No rain',0,10
'Upland Forest',2,25.07,38.8,'No rain',0,10
Grassland/Prairie,2,25.07,38.8,'No rain',0,10
'Upland Forest',2,22.37,46.9,'No rain',0,14
Grassland/Prairie,2,22.37,46.9,'No rain',0,14
'Upland Forest',2,22.37,46.9,'No rain',0,14
'Upland Forest',2,22.37,46.9,'No rain',0,14
Grassland/Prairie,2,22.37,46.9,'No rain',0,14
Grassland/Prairie,2,22.37,46.9,'No rain',0,14
'Upland Forest',2,61.7,55.75,'No rain',97.5,65
Grassland/Prairie,2,61.7,55.75,'No rain',97.5,65
Grassland/Prairie,2,61.7,55.75,'No rain',97.5,65
'Upland Forest',2,61.7,55.75,'No rain',97.5,65
'Upland Forest',2,61.7,55.75,'No rain',97.5,65
'Upland Forest',2,61.7,55.75,'No rain',97.5,65
'Upland Forest',2,61.7,55.75,'No rain',97.5,65
'Upland Forest',2,61.7,55.75,'No rain',97.5,65
'Upland Forest',2,61.7,55.75,'No rain',97.5,65
'Upland Forest',2,61.7,55.75,'No rain',97.5,65
Grassland/Prairie,2,61.7,55.75,'No rain',97.5,65
'Upland Forest',2,61.7,55.75,'No rain',97.5,65
'Mowed Lawn',2,61.7,55.75,'No rain',97.5,65
'Upland Forest',2,61.7,55.75,'No rain',97.5,65
'Upland Forest',2,61.7,55.75,'No rain',97.5,65
'Upland Forest',2,61.7,55.75,'No rain',97.5,65
'Upland Forest',2,61.7,55.75,'No rain',97.5,65
'Upland Forest',2,61.7,55.75,'No rain',97.5,65
Grassland/Prairie,2,61.7,55.75,'No rain',97.5,65
Grassland/Prairie,2,61.7,55.75,'No rain',97.5,65
Grassland/Prairie,2,61.7,55.75,'No rain',97.5,65
Grassland/Prairie,2,61.7,55.75,'No rain',97.5,65
'Upland Forest',2,60.53,66.35,'No rain',97.5,54
'Upland Forest',2,60.53,66.35,'No rain',97.5,54
Grassland/Prairie,2,60.53,66.35,'No rain',97.5,54
Grassland/Prairie,2,60.53,66.35,'No rain',97.5,54
'Upland Forest',2,60.53,66.35,'No rain',97.5,54
'Upland Forest',2,60.53,66.35,'No rain',97.5,54
'Upland Scrub',2,60.53,66.35,'No rain',97.5,54
'Upland Forest',2,60.53,66.35,'No rain',97.5,54
'Upland Forest',2,60.53,66.35,'No rain',97.5,54
'Upland Forest',2,60.53,66.35,'No rain',97.5,54
'Upland Forest',2,60.53,66.35,'No rain',97.5,54
Grassland/Prairie,2,60.53,66.35,'No rain',97.5,54
'Upland Forest',2,60.53,66.35,'No rain',97.5,54
'Upland Forest',2,60.53,66.35,'No rain',97.5,54
'Upland Forest',2,60.53,66.35,'No rain',97.5,54
'Upland Forest',2,60.53,66.35,'No rain',97.5,54
Grassland/Prairie,2,60.53,66.35,'No rain',97.5,54
Grassland/Prairie,2,60.53,66.35,'No rain',97.5,54
'Upland Forest',2,59.63,71.8,'No rain',97.5,56
'Upland Forest',2,59.63,71.8,'No rain',97.5,56
Grassland/Prairie,2,59.63,71.8,'No rain',97.5,56
Grassland/Prairie,2,59.63,71.8,'No rain',97.5,56
'Upland Forest',2,59.63,71.8,'No rain',97.5,56
'Upland Scrub',2,59.63,71.8,'No rain',97.5,56
'Upland Forest',2,59.63,71.8,'No rain',97.5,56
'Upland Forest',2,59.63,71.8,'No rain',97.5,56
'Upland Forest',2,59.63,71.8,'No rain',97.5,56
'Upland Forest',2,59.63,71.8,'No rain',97.5,56
'Upland Forest',2,59.63,71.8,'No rain',97.5,56
'Upland Forest',2,59.63,71.8,'No rain',97.5,56
Grassland/Prairie,2,59.63,71.8,'No rain',97.5,56
Grassland/Prairie,2,33.17,40.4,'No rain',97.5,44
'Upland Scrub',2,33.17,40.4,'No rain',97.5,44
'Upland Scrub',2,33.17,40.4,'No rain',97.5,44
'Upland Forest',2,33.17,40.4,'No rain',97.5,44
'Upland Forest',2,33.17,40.4,'No rain',97.5,44
'Upland Forest',2,33.17,40.4,'No rain',97.5,44
Grassland/Prairie,2,33.17,40.4,'No rain',97.5,44
Grassland/Prairie,2,33.17,40.4,'No rain',97.5,44
'Upland Forest',2,33.17,40.4,'No rain',97.5,44
'Upland Forest',2,33.17,40.4,'No rain',97.5,44
'Upland Forest',2,33.17,40.4,'No rain',97.5,44
'Upland Forest',2,33.17,40.4,'No rain',97.5,44
Grassland/Prairie,2,33.17,40.4,'No rain',97.5,44
Grassland/Prairie,2,30.65,51.25,'No rain',97.5,20
'Upland Scrub',2,30.65,51.25,'No rain',97.5,20
'Upland Forest',2,30.65,51.25,'No rain',97.5,20
'Upland Forest',2,30.65,51.25,'No rain',97.5,20
'Upland Forest',2,30.65,51.25,'No rain',97.5,20
'Upland Forest',2,30.65,51.25,'No rain',97.5,20
'Upland Forest',2,30.65,51.25,'No rain',97.5,20
'Upland Forest',2,30.65,51.25,'No rain',97.5,20
Grassland/Prairie,2,30.65,51.25,'No rain',97.5,20
Grassland/Prairie,2,28.22,55.35,'No rain',97.5,16
'Upland Scrub',2,28.22,55.35,'No rain',97.5,16
'Upland Forest',2,28.22,55.35,'No rain',97.5,16
'Upland Forest',2,28.22,55.35,'No rain',97.5,16
'Upland Forest',2,28.22,55.35,'No rain',97.5,16
'Upland Forest',2,28.22,55.35,'No rain',97.5,16
'Upland Forest',2,28.22,55.35,'No rain',97.5,16
'Upland Forest',2,28.22,55.35,'No rain',97.5,16
'Upland Forest',2,28.22,55.35,'No rain',97.5,16
'Upland Forest',1,34.61,82.3,'Mist or fog',97.5,39
'Upland Forest',1,34.61,82.3,'Mist or fog',97.5,39
'Upland Forest',1,34.61,82.3,'Mist or fog',97.5,39
Grassland/Prairie,1,34.61,82.3,'Mist or fog',97.5,39
Grassland/Prairie,1,34.61,82.3,'Mist or fog',97.5,39
'Upland Forest',1,34.61,82.3,'Mist or fog',97.5,39
'Upland Forest',1,34.61,82.3,'Mist or fog',97.5,39
'Upland Forest',1,34.61,82.3,'Mist or fog',97.5,39
'Riparian Grassland',1,34.61,82.3,'Mist or fog',97.5,39
Crop,1,34.61,82.3,'Mist or fog',97.5,39
Grassland/Prairie,1,34.61,82.3,'Mist or fog',97.5,39
'Riparian Forest',1,34.61,82.3,'Mist or fog',97.5,39
Grassland/Prairie,1,34.61,82.3,'Mist or fog',97.5,39
'Upland Forest',1,34.61,82.3,'Mist or fog',97.5,39
'Riparian Forest',1,33.17,92.3,'Mist or fog',97.5,15
Grassland/Prairie,1,33.17,92.3,'Mist or fog',97.5,15
Grassland/Prairie,1,33.17,92.3,'Mist or fog',97.5,15
Crop,1,33.17,92.3,'Mist or fog',97.5,15
'Riparian Forest',1,33.17,92.3,'Mist or fog',97.5,15
Grassland/Prairie,1,33.17,92.3,'Mist or fog',97.5,15
'Riparian Forest',1,33.17,92.3,'Mist or fog',97.5,15
Crop,1,33.17,92.3,'Mist or fog',97.5,15
Grassland/Prairie,1,33.44,93.7,'Mist or fog',97.5,14
Grassland/Prairie,1,33.44,93.7,'Mist or fog',97.5,14
'Upland Forest',1,33.44,93.7,'Mist or fog',97.5,14
Grassland/Prairie,1,33.44,93.7,'Mist or fog',97.5,14
'Riparian Grassland',1,33.44,93.7,'Mist or fog',97.5,14
Grassland/Prairie,1,33.44,93.7,'Mist or fog',97.5,14
'Upland Forest',1,42.08,43.45,'No rain',73.75,52
'Riparian Forest',1,42.08,43.45,'No rain',73.75,52
